NameMovie,EnNameMovie,Year,Rating,Runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter,Star,User_reviews,CriticReviews_Metascore
12 Kỵ Binh Quả Cảm,12 Strong,2018,C18,2h 10m,6.5/10,80K,82,Action,"12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.",Nicolai Fuglsig,Ted Tally,Doug Stanton,430,169 54
Avengers: Cuộc Chiến Vô Cực,Avengers: Infinity War,2018,C16,2h 29m,8.4/10,1M,157,Action,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,Anthony Russo,Joe Russo,Stephen McFeely,4.5K,628 68
Thế Giới Khủng Long: Vương Quốc Sụp Đổ,Jurassic World: Fallen Kingdom,2018,C13,2h 8m,6.1/10,310K,137,Action,"When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",J.A. Bayona,Derek Connolly,Michael Crichton,1.9K,467 51
Chiến Binh Báo Đen,Black Panther,2018,C16,2h 14m,7.3/10,734K,286,Action,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",Ryan Coogler,Ryan Coogler,Stan Lee,3.4K,512 88
Chiến Dịch Overlord,Overlord,2018,R,1h 50m,6.6/10,98K,491,Action,A small group of American soldiers find horror behind enemy lines on the eve of D-Day.,Julius Avery,Billy Ray,Jovan Adepo,828,288 60
Nhiệm Vụ Bất Khả Thi: Sụp Đổ,Mission: Impossible - Fallout,2018,C16,2h 27m,7.7/10,326K,378,Action,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",Christopher McQuarrie,Bruce Geller,Tom Cruise,1.7K,473 86
Aquaman: Đế Vương Atlantis,Aquaman,2018,C13,2h 23m,6.8/10,462K,724,Action,"Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.",James Wan,David Leslie Johnson-McGoldrick,Geoff Johns,4.4K,464 55
Người Nhện: Vũ Trụ Mới,Spider-Man: Into the Spider-Verse,2018,P,1h 57m,8.4/10,504K,352,Animation,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",Bob Persichetti,Peter Ramsey,Phil Lord,2.1K,422 87
Ẩn Thân,Leave No Trace,2018,PG,1h 49m,7.1/10,59K,784,Adventure,"A father and his thirteen-year-old daughter are living an ideal existence in a vast urban park in Portland, Oregon when a small mistake derails their lives forever.",Debra Granik,Debra Granik,Peter Rock,382,201 88
Sinh Vật Huyền Bí: Tội Ác Của Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018,C13,2h 14m,6.5/10,277K,380,Adventure,"The second installment of the ""Fantastic Beasts"" series featuring the adventures of Magizoologist Newt Scamander.",David Yates,J.K. Rowling,Katherine Waterston,1.6K,352 52
Vùng Hủy Diệt,Annihilation,2018,R,1h 55m,6.8/10,319K,455,Adventure,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",Alex Garland,Alex Garland,Natalie Portman,2.1K,452 79
Deadpool 2,,2018,C18,1h 59m,7.7/10,563K,271,Action,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",David Leitch,Rhett Reese,Ryan Reynolds,1.4K,539 66
Gia Đình Siêu Nhân 2,Incredibles 2,2018,P,1h 58m,7.6/10,290K,"1,243",Animation,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,Brad Bird,Brad Bird,Holly Hunter,1.1K,405 80
Ráp-phờ Đập Phá 2: Phá Đảo Thế Giới Ảo,Ralph Breaks the Internet,2018,P,1h 52m,7.0/10,157K,"2,048",Animation,"Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.",Phil Johnston,Rich Moore,Pamela Ribon,827,281 71
Đảo Của Những Chú Chó,Isle of Dogs,2018,C13,1h 41m,7.8/10,166K,"2,451",Animation,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",Wes Anderson,Wes Anderson,Jason Schwartzman,477,401 82
Bohemian Rhapsody: Huyền Thoại Ngôi Sao Nhạc Rock,Bohemian Rhapsody,2018,C16,2h 14m,7.9/10,526K,185,Biography,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",Bryan Singer,Anthony McCarten,Rami Malek,3.5K,426 49
Cẩm Nang Xanh,Green Book,2018,PG-13,2h 10m,8.2/10,472K,692,Biography,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,Peter Farrelly,Nick Vallelonga,Peter Farrelly,1.7K,423 69
Quyền Lực Trong Bóng Tối,Vice,2018,R,2h 12m,7.2/10,145K,536,Biography,"The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that we still feel today.",Adam McKay,Adam McKay,Amy Adams,792,338 61
Sủng Ái,The Favourite,2018,R,1h 59m,7.5/10,197K,"1,460",Biography,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",Yorgos Lanthimos,Deborah Davis,Olivia Colman,1.2K,448 91
Beautiful Boy,,2018,R,2h,7.3/10,74K,"1,100",Biography,"Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse and recovery in a family coping with addiction over many years.",Felix van Groeningen,Luke Davies,David Sheff,389,235 62
Vị Vua Trái Pháp,Outlaw King,2018,R,2h 1m,6.9/10,71K,"1,465",Action,A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.,David Mackenzie,Bathsheba Doran,James MacInnes,490,127 59
Đảng 3K,BlacKkKlansman,2018,R,2h 15m,7.5/10,259K,"1,475",Biography,"Ron Stallworth, an African American police officer from Colorado Springs, CO, successfully manages to infiltrate the local Ku Klux Klan branch with the help of a Jewish surrogate who eventually becomes its leader. Based on actual events.",Spike Lee,Charlie Wachtel,Kevin Willmott,948,447 83
Bước Chân Đầu Tiên,First Man,2018,C13,2h 21m,7.3/10,186K,"1,213",Biography,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",Damien Chazelle,Josh Singer,Ryan Gosling,1.4K,489 84
Giành Anh Từ Biển,Adrift,2018,C13,1h 36m,6.6/10,56K,"1,911",Action,"A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.",Baltasar Kormákur,Aaron Kandell,David Branson Smith,326,197 56
Con Nhà Siêu Giàu Châu Á,Crazy Rich Asians,2018,C16,2h,6.9/10,169K,444,Comedy,"This contemporary romantic comedy, based on a global bestseller, follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.",Jon M. Chu,Peter Chiarelli,Kevin Kwan,1.2K,260 74
Phút Kinh Hoàng Tại El Royale,Bad Times at the El Royale,2018,C18,2h 21m,7.1/10,148K,548,Crime,"Early 1970s. Four strangers check in at the El Royale Hotel. The hotel is deserted, staffed by a single desk clerk. Some of the new guests' reasons for being there are less than innocent and some are not who they appear to be.",Drew Goddard,Drew Goddard,Cynthia Erivo,1K,319 60
Lời Thỉnh Cầu Bí Ẩn,A Simple Favor,2018,C18,1h 57m,6.8/10,148K,992,Comedy,"Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate.",Paul Feig,Darcey Bell,Anna Kendrick,913,302 67
Đêm Chơi Nhớ Đời,Game Night,2018,C18,1h 40m,6.9/10,232K,975,Action,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,John Francis Daley,Jonathan Goldstein,Jason Bateman,663,308 66
Free Solo,,2018,PG-13,1h 40m,8.1/10,67K,"3,227",Documentary,Alex Honnold attempts to become the first person to ever free solo climb El Capitan.,Jimmy Chin,Elizabeth Chai Vasarhelyi,Tommy Caldwell,329,137 83
The Long Road to War,,2018,Null,Null,7.9/10,593,,Documentary,A month after the assassination of the heir to the Austro-Hungarian throne begins the First World War. But this stake had been prepared decades before.,Milos Skundric,Null,Null,,
Wild Wild Country,,2018,Null,Null,8.1/10,30K,"2,406",Documentary,"When Osho, the world's most controversial guru, builds an Utopian city deep in the Oregon country, conflict with the locals escalates into a national scandal.",Ma Anand Sheela,Null,Null,,
They Shall Not Grow Old,,2018,R,1h 39m,8.2/10,34K,,Documentary,A documentary about World War I with never-before-seen footage to commemorate the centennial of the end of the war.,Peter Jackson,Thomas Adlam,John Ashby,299,125 91
Never Stop Dreaming: The Life and Legacy of Shimon Peres,,2018,TV-14,2h 9m,6.4/10,143,"4,913",Documentary,"A look back on the life of Nobel Peace Prize winner, Shimon Peres, who served as prime minister of Israel twice and negotiated the 1994 Israel-Jordan peace treaty.",Richard Trank,George W. Bush,Barack Obama,,
Di Truyền,Hereditary,2018,R,2h 7m,7.3/10,299K,263,Drama,A grieving family is haunted by tragic and disturbing occurrences.,Ari Aster,Ari Aster,Milly Shapiro,3.6K,503 87
Suspiria,,2018,R,2h 32m,6.7/10,75K,655,Drama,"A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up.",Luca Guadagnino,Dario Argento,David Kajganich,706,363 64
Tomb Raider: Huyền Thoại Bắt Đầu,Tomb Raider,2018,C16,1h 59m,6.3/10,212K,"1,244",Action,"Lara Croft (Alicia Vikander), the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft (Dominic West) disappeared.",Roar Uthaug,Geneva Robertson-Dworet,Evan Daugherty,1.3K,416 48
Khách Sạn Mumbai: Thảm Sát Kinh Hoàng,Hotel Mumbai,2018,C18,2h 3m,7.6/10,63K,"1,727",Action,The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.,Anthony Maras,John Collee,Dev Patel,458,170 62
Thảm Kịch,22 July,2018,R,2h 23m,6.8/10,34K,"3,049",Crime,"A three-part story of Norway's worst terrorist attack in which over seventy people were killed. 22 July looks at the disaster itself, the survivors, Norway's political system and the lawyers who worked on this horrific case.",Paul Greengrass,Paul Greengrass,Anders Danielsen Lie,212,116 69
Mary Queen of Scots,,2018,R,2h 4m,6.3/10,50K,"3,079",Biography,"Mary Stuart's (Saoirse Ronan's) attempt to overthrow her cousin Elizabeth I (Margot Robbie), Queen of England, finds her condemned to years of imprisonment before facing execution.",Josie Rourke,Beau Willimon,Saoirse Ronan,598,236 60
Cá Mập Siêu Bạo Chúa,The Meg,2018,C16,1h 53m,5.6/10,169K,"1,141",Action,A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.,Jon Turteltaub,Dean Georgaris,Erich Hoeber,1.6K,413 46
Vùng Đất Câm Lặng,A Quiet Place,2018,C16,1h 30m,7.5/10,513K,451,Drama,"In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.",John Krasinski,Bryan Woods,John Krasinski,3.2K,572 82
Lồng Chim,Bird Box,2018,C18,2h 4m,6.6/10,331K,839,Horror,"Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.",Susanne Bier,Eric Heisserer,Sandra Bullock,2.9K,231 51
Vì Sao Vụt Sáng,A Star Is Born,2018,C18,2h 16m,7.6/10,377K,933,Drama,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,Bradley Cooper,Eric Roth,Will Fetters,2.8K,469 88
Buổi Tiệc Kinh Hoàng,Climax,2018,R,1h 37m,6.9/10,67K,"1,621",Drama,"French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.",Gaspar Noé,Gaspar Noé,Romain Guillermic,492,286 67
Vox Lux,,2018,R,1h 54m,5.8/10,18K,"4,442",Drama,An unusual set of circumstances brings unexpected success to a pop star.,Brady Corbet,Brady Corbet,Natalie Portman,205,197 67
Lords of Chaos,,2018,R,1h 58m,6.6/10,16K,"3,927",Biography,A teenager's quest to launch Norwegian Black Metal in Oslo in the early 1990s results in a very violent outcome.,Jonas Åkerlund,Dennis Magnusson,Michael Moynihan,177,149 48
Hoàn Mỹ,The Perfection,2018,C18,1h 30m,6.1/10,43K,"4,596",Drama,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",Richard Shepard,Richard Shepard,Eric C. Charmelo,650,120 60
Biên Niên Sử Miền Viễn Tây,The Ballad of Buster Scruggs,2018,C18,2h 13m,7.3/10,144K,"1,042",Comedy,"Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.",Ethan Coen,Joel Coen,Ethan Coen,793,245 79
Mamma Mia! Yêu Lần Nữa,Mamma Mia! Here We Go Again,2018,C16,1h 54m,6.6/10,94K,910,Comedy,"Five years after the events of Mamma Mia! Giai Điệu Hạnh Phúc (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.",Ol Parker,Ol Parker,Catherine Johnson,805,255 60
Mary Poppins Trở Lại,Mary Poppins Returns,2018,P,2h 10m,6.7/10,87K,"2,577",Adventure,"A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives.",Rob Marshall,P.L. Travers,Rob Marshall,1.1K,309 66
Năm Mươi Sắc Thái Tự Do,Fifty Shades Freed,2018,R,1h 45m,4.5/10,65K,700,Drama,"Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship.",James Foley,Niall Leonard,Dakota Johnson,287,185 31
Đấu Trường Ảo,Ready Player One,2018,C13,2h 20m,7.4/10,426K,334,Action,"When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world.",Steven Spielberg,Zak Penn,Tye Sheridan,2.1K,604 64
Solo: Star Wars Ngoại Truyện,Solo: A Star Wars Story,2018,C13,2h 15m,6.9/10,338K,720,Action,"Board the Millennium Falcon and journey to a galaxy far, far away in an epic action-adventure that will set the course of one of the Star Wars saga's most unlikely heroes.",Ron Howard,Jonathan Kasdan,George Lucas,2.6K,556 62
Venom,,2018,C16,1h 52m,6.6/10,473K,580,Action,"A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.",Ruben Fleischer,Jeff Pinkner,Kelly Marcel,3.9K,434 35
The Hoist,,2018,Null,Null,7.9/10,34,,Short,Two friends struggle to make a small time illicit deal in south east London.,Josef Davies,Null,Null,,
Team Darryl,,2018,Not Rated,6m,6.7/10,2.7K,,Short,"Fresh off being unseated as the ruler of Sakaar, the Grandmaster makes his way to Earth to start a new life. It's been over a year since Thor left Australia and Darryl has been struggling to pay his rent. Now Darryl needs a new roommate to help make the monthly payments. Unfortunately for Darryl, the Grandmaster was the only one who answered Darryl's ""Roommate Needed""... Read all",Taika Waititi,Taika Waititi,Daley Pearson,,
Skin,,2018,R,21m,7.1/10,5.7K,,Short,"In a small supermarket in a blue collar town, a black man smiles at a 10-year-old white boy across the checkout aisle. This innocuous moment sends two gangs into a ruthless war that ends with a shocking backlash.",Guy Nattiv,Sharon Maymon,Jonathan Tucker,,
Tay Đấm Huyền Thoại 2,Creed II,2018,PG-13,2h 10m,7.1/10,123K,"2,127",Drama,"Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago.",Steven Caple Jr.,Juel Taylor,Sascha Penn,828,296 66
Trận Bóng Kinh Hoàng,Final Score,2018,C18,1h 44m,5.8/10,13K,"1,774",Action,"After deadly terrorists abduct his niece at a soccer match, an ex-soldier with lethal fighting skills wages a one-man war to save her and prevent mass destruction.",Scott Mann,David T. Lynch,Jonathan Frank,203,59 53
The Guernsey Literary and Potato Peel Pie Society,,2018,TV-14,2h 4m,7.3/10,46K,"2,160",Drama,"In the aftermath of World War II, a writer forms an unexpected bond with the residents of Guernsey Island when she decides to write a book about their experiences during the war.",Mike Newell,Don Roos,Thomas Bezucha,331,112 65
Les frères Sisters,,2018,R,2h 2m,6.9/10,64K,"4,980",Crime,"Eli and Charlie Sisters, an infamous duo of gunslinging assassins, chase a gold prospector and his unexpected ally in 1850s Oregon.",Jacques Audiard,Jacques Audiard,Patrick DeWitt,372,240 78
Damsel,,2018,R,1h 53m,5.5/10,5.3K,,Comedy,"It's the Wild West, circa 1870. Samuel Alabaster, an affluent pioneer, ventures across the American frontier to marry the love of his life, Penelope. As his group traverses the west, the once-simple journey grows treacherous, blurring the lines between hero, villain and damsel.",David Zellner,Nathan Zellner,Nathan Zellner,74,81 63
Avengers: Hồi Kết,Avengers: Endgame,2019,C13,3h 1m,8.4/10,1.1M,79,Action,"After the devastating events of Avengers: Cuộc Chiến Vô Cực (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",Anthony Russo,Joe Russo,Stephen McFeely,9.5K,593 78
Quý Ông Thế Giới Ngầm,The Gentlemen,2019,C18,1h 53m,7.8/10,325K,131,Action,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Guy Ritchie,Guy Ritchie,Marn Davies,1.7K,299 51
Đại Úy Marvel,Captain Marvel,2019,C13,2h 3m,6.8/10,543K,195,Action,Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,Anna Boden,Ryan Fleck,Ryan Fleck,7.4K,543 64
Quỷ Đỏ 3,Hellboy,2019,C18,2h,5.2/10,89K,256,Action,"Based on the graphic novels by Mike Mignola, Hellboy, caught between the worlds of the supernatural and human, battles an ancient sorceress bent on revenge.",Neil Marshall,Andrew Cosby,David Harbour,1.5K,275 31
Cuộc Đua Lịch Sử,Ford v Ferrari,2019,C16,2h 32m,8.1/10,376K,453,Action,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,James Mangold,Jez Butterworth,Jason Keller,1.5K,352 81
Star Wars: Skywalker Trỗi Dậy,Star Wars: Episode IX - The Rise of Skywalker,2019,C13,2h 21m,6.5/10,439K,320,Action,"In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come.",J.J. Abrams,Chris Terrio,Derek Connolly,8K,525 53
Thế Chiến 1917,1917,2019,C16,1h 59m,8.2/10,562K,214,Action,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Sam Mendes,Sam Mendes,Dean-Charles Chapman,3.3K,518 78
Người Nhện: Xa Nhà,Spider-Man: Far from Home,2019,C13,2h 9m,7.4/10,473K,279,Action,"Following the events of Avengers: Hồi Kết (2019), Spider-Man must step up to take on new threats in a world that has changed forever.",Jon Watts,Chris McKenna,Stan Lee,2.3K,443 69
Giải Mã Bí Ẩn Ngân Hà,Ad Astra,2019,C13,2h 3m,6.5/10,230K,129,Adventure,"Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.",James Gray,James Gray,Brad Pitt,3.3K,463 80
Vua Sư Tử,The Lion King,2019,P,1h 58m,6.8/10,240K,767,Animation,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",Jon Favreau,Jeff Nathanson,Jonathan Roberts,3.1K,388 55
Câu Chuyện Đồ Chơi 4,Toy Story 4,2019,P,1h 40m,7.7/10,244K,977,Animation,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",Josh Cooley,John Lasseter,Josh Cooley,1.4K,396 84
Nữ Hoàng Băng Giá 2,Frozen II,2019,P,1h 43m,6.8/10,168K,"1,607",Animation,"Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.",Chris Buck,Jennifer Lee,Hans Christian Andersen,1.4K,291 64
Bí Kíp Luyện Rồng 3: Vùng Đất Bí Ẩn,How to Train Your Dragon: The Hidden World,2019,P,1h 44m,7.4/10,126K,"1,759",Animation,"When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",Dean DeBlois,Dean DeBlois,Jay Baruchel,714,222 71
A Call to Spy,,2019,PG-13,2h 3m,6.6/10,7.3K,559,Biography,"In the beginning of WWII, with Britain becoming desperate, Churchill orders his new spy agency - SOE - to recruit and train women as spies.",Lydia Dean Pilcher,Sarah Megan Thomas,Stana Katic,125,52 65
Người Đàn Ông Ireland,The Irishman,2019,C16,3h 29m,7.8/10,377K,384,Biography,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,Martin Scorsese,Steven Zaillian,Robert De Niro,2.9K,457 94
Người Hoả Tiễn,Rocketman,2019,C18,2h 1m,7.3/10,172K,503,Biography,A musical fantasy about the fantastical human story of Elton John's breakthrough years.,Dexter Fletcher,Lee Hall,Jamie Bell,1K,361 69
Quốc Vương,The King,2019,C18,2h 20m,7.3/10,125K,601,Biography,"Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",David Michôd,David Michôd,Tom Glynn-Carney,891,133 62
Một Ngày Đẹp Trời Ở Khu Phố,A Beautiful Day in the Neighborhood,2019,C13,1h 49m,7.2/10,79K,"1,173",Biography,Based on the true story of a real-life friendship between Fred Rogers and journalist Lloyd Vogel.,Marielle Heller,Micah Fitzerman-Blue,Tom Junod,707,280 80
Mötley Crüe: Ban Nhạc Tai Tiếng,The Dirt,2019,TV-MA,1h 47m,6.9/10,49K,"1,145",Biography,"Based on the bestselling autobiography from Mötley Crüe, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame.",Jeff Tremaine,Rich Wilkes,Tommy Lee,588,77 39
Anh Hùng Richard Jewell,Richard Jewell,2019,R,2h 11m,7.5/10,85K,"1,155",Biography,"Security guard Richard Jewell is an instant hero after foiling a bomb attack at the 1996 Atlanta Olympics, but his life becomes a nightmare when the FBI leaks to the media that he is a suspect in the case.",Clint Eastwood,Billy Ray,Kent Alexander,608,268 68
Tin 'Nóng',Bombshell,2019,C18,1h 49m,6.8/10,113K,"1,070",Biography,A group of women take on Fox News head Roger Ailes and the toxic atmosphere he presided over at the network.,Jay Roach,Charles Randolph,Nicole Kidman,566,288 64
Gia Đình Đại Chiến,Fighting with My Family,2019,PG-13,1h 48m,7.1/10,80K,"1,989",Biography,A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,Stephen Merchant,Stephen Merchant,Lena Headey,397,203 68
Cái Giá Của Sự Thật,Dark Waters,2019,PG-13,2h 6m,7.6/10,86K,"1,785",Biography,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,Todd Haynes,Nathaniel Rich,Matthew Michael Carnahan,491,229 73
Kẻ Cuồng Sát Biến Thái,"Extremely Wicked, Shockingly Evil and Vile",2019,R,1h 50m,6.7/10,92K,"1,986",Biography,"A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.",Joe Berlinger,Elizabeth Kendall,Lily Collins,690,195 52
Lòng Nhân Từ,Just Mercy,2019,PG-13,2h 17m,7.6/10,66K,"2,251",Biography,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,Destin Daniel Cretton,Destin Daniel Cretton,Bryan Stevenson,473,217 68
Ngài Jones,Mr. Jones,2019,Null,Null,6.9/10,12K,"2,437",Biography,A Welsh journalist breaks the news in the western media of the famine in Ukraine in the early 1930s.,Agnieszka Holland,Null,Null,120,107 68
Curiosa,,2019,Null,Null,5.4/10,2.3K,"1,933",Biography,"A passionate love story set against a backdrop of sexual freedom, loosely based on the relationship between 19th-century authors Pierre Louÿs and Marie de Régnier.",Lou Jeunet,Null,Null,,
Chuyện Ngày Xưa Ở... Hollywood,Once Upon a Time in... Hollywood,2019,C18,2h 41m,7.6/10,704K,62,Comedy,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,Quentin Tarantino,Quentin Tarantino,Brad Pitt,5.7K,655 83
Ký Sinh Trùng,Gisaengchung,2019,C18,2h 12m,8.5/10,761K,152,Comedy,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,Bong Joon Ho,Bong Joon Ho,Song Kang-ho,3.4K,604 96
Nhóc Jojo,Jojo Rabbit,2019,C13,1h 48m,7.9/10,376K,280,Comedy,A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,Taika Waititi,Christine Leunens,Roman Griffin Davis,1.7K,439 58
Kẻ Đâm Lén,Knives Out,2019,C16,2h 10m,7.9/10,601K,153,Comedy,"A detective investigates the death of the patriarch of an eccentric, combative family.",Rian Johnson,Rian Johnson,Chris Evans,2.8K,487 82
Vũ Nữ Thoát Y,Hustlers,2019,R,1h 50m,6.3/10,99K,415,Comedy,"Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.",Lorene Scafaria,Lorene Scafaria,Constance Wu,656,278 79
"Yes, God, Yes",,2019,R,1h 18m,6.1/10,15K,675,Comedy,"After an innocent AOL chat turns racy, a Catholic teenager in the early 2000s discovers masturbation and struggles to suppress her new urges in the face of eternal damnation.",Karen Maine,Karen Maine,Timothy Simons,124,99 71
Aladdin,,2019,P,2h 8m,6.9/10,261K,658,Adventure,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,Guy Ritchie,John August,Will Smith,2.4K,364 53
Joker,,2019,C18,2h 2m,8.4/10,1.2M,171,Crime,A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain.,Todd Phillips,Todd Phillips,Bob Kane,11.3K,697 59
El Camino: A Breaking Bad Movie,,2019,TV-MA,2h 2m,7.3/10,232K,,Action,"Fugitive Jesse Pinkman runs from his captors, the law, and his past.",Vince Gilligan,Vince Gilligan,Jonathan Banks,1.8K,153 72
Kim Cương Trong Đá,Uncut Gems,2019,C18,2h 15m,7.4/10,273K,631,Crime,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive.",Benny Safdie,Josh Safdie,Josh Safdie,2.5K,314 91
Sát Thủ John Wick: Chương 3 - Chuẩn Bị Chiến Tranh,John Wick: Chapter 3 - Parabellum,2019,C18,2h 10m,7.4/10,331K,488,Action,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",Chad Stahelski,Derek Kolstad,Chris Collins,2.4K,399 73
